1,212054
2,165517
3,165137
4,165540
5,169483
6,165261
7,165986
8,164996
9,166012
10,171303
11,166249
12,168548
13,166491
14,166979
15,175027
16,165424
17,167483
18,166818
19,164112
20,173893
21,166964
22,165593
23,165317
24,163435
25,162778
26,160702
27,163069
28,164046
29,150850
30,150996
31,94513
